feature,p_value,p_adj
d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844,0.05382804437263704,0.17451305118874305
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella,0.05390376636396966,0.17466191368142783
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__JAAUSQ01,0.053898288307137186,0.17466191368142783
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__SHVO01,0.05393199588486425,0.17470508340812851
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria_B,0.05409012889714745,0.17512052781065415
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__WTFX01,0.0540863803979231,0.17512052781065415
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__JAAZKI01,0.05418687147799446,0.17538528962223007
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__JAGNKE01,0.054213558830655414,0.17542322183746037
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__GCA-2688435,0.05423253932949066,0.17543620230240975
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16,0.054255902918488474,0.17546335049798148
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lapidilactobacillus,0.05429002531651936,0.17548908110536557
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__PUOA01,0.054293806150857986,0.17548908110536557
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__UBA10906,0.05431004519333408,0.1754931705723395
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAAFJR01,0.0543352890641563,0.17552634725245642
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_J,0.054397963307340556,0.17558362158139115
d__Bacteria;p__Nitrospinota;c__UBA7883;o__JACRGQ01;f__JACRGQ01;g__JACQEX01,0.05439631410887758,0.17558362158139115
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__UBA4036,0.05437717769890453,0.17558362158139115
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_K,0.054436554009408625,0.17561145416742888
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Calidithermus,0.054435341173799286,0.17561145416742888
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__Casimicrobium,0.05447282672062822,0.1756801125937707
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24,0.05454271895816704,0.17585712962578204
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Velocimicrobium,0.05459508130356607,0.17595551344245602
d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA12015;f__UBA12015;g__SXLG01,0.05460325958960858,0.17595551344245602
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium,0.054634192416934804,0.1760067991001858
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__SKUL01,0.05471271057381188,0.176211312977487
d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2813,0.05477749104013466,0.1763164794861919
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Rhodovibrionaceae;g__Rhodovibrio,0.05479049644101629,0.1763164794861919
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__HGW-BRC1-1,0.054769971427669505,0.1763164794861919
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquirickettsiella,0.05483350342423013,0.17640643978368847
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG7193,0.05495641890603688,0.17665993353238066
d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__CSP1-2;g__JACPIY01,0.05494183926956937,0.17665993353238066
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__JB111,0.05495751857159214,0.17665993353238066
d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__CF-161,0.055175873727957105,0.17731319991545305
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__GCA-2699445;g__CAIWTL01,0.05523558377829189,0.17745642595438071
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceivirga,0.05525561334817802,0.1774721261826929
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__UBA3012,0.05528544198770031,0.17751928221804045
d__Bacteria;p__VGIX01;c__VGIX01;o__VGIX01;f__VGIX01;g__WJMD01,0.055402768300763,0.1778472869035723
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAFEBO01,0.05551954020764733,0.1781733327583863
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter,0.055592138826626496,0.17831794974726436
d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5209,0.055595033137926964,0.17831794974726436
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__JAGOZY01;f__JAGOZY01;g__JAGOHU01,0.05563122603069814,0.17838521725849033
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rhodocyclus,0.05566167212610556,0.17843402552460536
d__Bacteria;p__Myxococcota;c__Polyangia;o__GCA-2747355;f__GCA-2747355;g__JADJTL01,0.05571704473228371,0.17856269189564264
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__SYSU-D60007,0.055739234457759294,0.17858497207352075
d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__JADFXM01,0.055756165611314426,0.17859039654676281
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Chelativorans,0.05578852073848088,0.17864520848497156
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas,0.05585671044624622,0.1788147081207336
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__UBA6912,0.0559766648606139,0.17914978486247815
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__SURF-16,0.05601369094929003,0.17921934423305466
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294,0.05606765157294841,0.17934303396150528
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2747035,0.05613742538200076,0.17946825572205374
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA5893,0.05612935229742248,0.17946825572205374
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__S146-42,0.056260022697701056,0.17977603209210288
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__UBA8687,0.0562643759141496,0.17977603209210288
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG13868,0.05635418485394505,0.18001391291584518
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,0.05643409266408075,0.18017095233533814
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Petrocella,0.05643400466263428,0.18017095233533814
d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__AM-0621,0.056770978943513295,0.18046864877480717
d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__BS750m-G15,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Cellulomonadaceae;g__Sediminihabitans,0.056596963345117185,0.18046864877480717
d__Bacteria;p__CLD3;c__CLD3;o__SB21;f__SB21;g__JABWBZ01,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA7377,0.056700838771293595,0.18046864877480717
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__JAFGMC01,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Joostella,0.05672857352830666,0.18046864877480717
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Chitinilyticum,0.0566913808884569,0.18046864877480717
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__O2-01-FULL-39-8,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PCRC01,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__JAGOUA01,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Aestuariirhabdaceae;g__Aestuariirhabdus,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__CAIVSE01,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__SSC3,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__GCA-002770795;g__21-14-all-40-8,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__LOWO2-01-FULL-3;g__WJKQ01,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__HR10;f__HR10;g__J050,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__WQYP01;f__WQYP01;g__JABEVB01,0.05680450898722386,0.18046864877480717
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA5287,0.056825415582318975,0.18048614380075295
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__Vagococcus_A,0.05693164868978338,0.18077456587490143
d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA1424,0.05695148256234243,0.18078856328024195
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__SIG471,0.05699861038807379,0.18084020404662285
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylococcus,0.05699550264179813,0.18084020404662285
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__CADEGZ01,0.05728811213174612,0.1817095194002881
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635,0.05732479154704278,0.1817766658364019
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter,0.05737773589754211,0.18189533803602745
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__CAIXFN01,0.05751076502416532,0.1822677571885391
d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU010;f__DTU010;g__UBA3910,0.05755754959702078,0.18236671567371818
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__DTU036,0.057577884026229265,0.18238183805065053
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus_B,0.05761049647329092,0.18243583319831655
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Firm-18;g__UBA1775,0.05763526384908659,0.1824649628069408
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Coprocola,0.05770130679979494,0.18254964529280493
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__RGIG5327,0.05768547629402505,0.18254964529280493
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__Afifella,0.05770874025681248,0.18254964529280493
d__Bacteria;p__Chrysiogenota;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Desulfurispira,0.05780334247000547,0.18275024919030594
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudoprimorskyibacter,0.05780334247000547,0.18275024919030594
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,0.05782378438880383,0.18276557525263779
d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mycoplasma_H,0.05791306562194001,0.18298486233080194
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Kineobactrum,0.057924389014272624,0.18298486233080194
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JADGRQ01,0.05797748291711653,0.18310323357278516
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_J,0.05804319432509347,0.18312227780194545
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA2377,0.05805111720935592,0.18312227780194545
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Lipingzhangella,0.05805997071100852,0.18312227780194545
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__UBA1234;g__RGIG6291,0.0580437778526791,0.18312227780194545
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__CAILNX01,0.05806163688669192,0.18312227780194545
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__T1Sed10-7,0.058085676362033205,0.18314881005193145
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Neofamilia,0.05812384026727949,0.1832198515149316
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__J119;g__UBA12088,0.058186495336531974,0.1833187433720846
d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__Humimicrobium,0.05817913379889149,0.1833187433720846
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01,0.0582626399682557,0.18350930944046137
d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__RBG-13-41-10,0.05838787153201854,0.1838543402351578
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Monaibacterium,0.058430804120581575,0.18394010859339674
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__M08DMB,0.058561389991702385,0.1843016892327476
d__Bacteria;p__Omnitrophota;c__Koll11;o__4484-171;f__4484-171;g__JAHKAJ01,0.058735448718495224,0.18479985475993663
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__CAIOAK01,0.058803638003369685,0.1849647443369546
d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__GWA2-49-15,0.05900810360169259,0.18545856106512126
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__WSZY01,0.05900810360169259,0.18545856106512126
d__Bacteria;p__CG03;c__SLGR01;o__SLGR01;f__SLGR01;g__JAAZFS01,0.05900810360169259,0.18545856106512126
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudobacter,0.059194816663472274,0.18599550973080295
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio,0.05965542070806571,0.18739253033999737
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Herbiconiux,0.05980079755136663,0.18774855271953306
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__UBA2268;g__PGYR01,0.0597895758432716,0.18774855271953306
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__SZAS-18,0.05983330089655445,0.18780029097686612
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA2987;g__PNEW01,0.05987330017646884,0.18787552290982992
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae;g__Negativicoccus,0.06000856531753205,0.188199193342648
d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2862085,0.06000208796554593,0.188199193342648
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Cryptobacterium,0.060127901631276987,0.18852300885996956
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1715;g__JADKDL01,0.06020846319490985,0.18858887853016543
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_B,0.060229366240478595,0.18858887853016543
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__SYFY01,0.060200459672849746,0.18858887853016543
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus_A,0.060229366240478595,0.18858887853016543
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__4M-Z18,0.060229366240478595,0.18858887853016543
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas_A,0.06025205510462323,0.1886095314706689
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__Faecicola,0.060296241486188035,0.18869744999148833
d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Hazenella,0.06042227506542583,0.1890413944919356
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylotuvimicrobium,0.0605395360334577,0.18935771612279803
d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__JACQWC01,0.060686047545495274,0.1896641272621879
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__JACVSD01,0.060686047545495274,0.1896641272621879
d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__JACRCI01,0.060686047545495274,0.1896641272621879
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__VGWZ01,0.06074695473247289,0.18975328077414239
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__OHK40,0.060731649253369636,0.18975328077414239
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__JAEDMO01,0.0608559351971324,0.19004304836407987
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea,0.060941266376221756,0.19020816030075072
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter,0.0609406824759603,0.19020816030075072
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76,0.060975327873231525,0.1902638026289333
d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-46,0.061006732767781,0.19031112803790082
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Taishania,0.06112726319365276,0.19058936096251405
d__Bacteria;p__Firmicutes;c__Bacilli;o__Rubeoparvulales;f__Rubeoparvulaceae;g__Rubeoparvulum,0.061128447769461636,0.19058936096251405
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Auraticoccus,0.0613646892083097,0.1909847925368892
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_A,0.06143281592039163,0.1909847925368892
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Hydrocarboniclastica,0.06142226794875114,0.1909847925368892
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Ichthyobacteriaceae;g__Ichthyobacterium,0.061385036111951015,0.1909847925368892
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__CAJOQB01,0.06145485008583109,0.1909847925368892
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WLWX01,0.06146711923627526,0.1909847925368892
d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GW928-bin9,0.06146711923627526,0.1909847925368892
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_H,0.06146711923627526,0.1909847925368892
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__GCF-000702305,0.06146711923627526,0.1909847925368892
